IoT_0.EarthFixed.X,,,IoT_0.EarthFixed.Y,,,IoT_0.EarthFixed.Z,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182484778878,,,,-1889.071332775357,,,3888.907273966175,,,,
4689.182485222126,,,,-1889.071332643494,,,3888.907273495764,,,,
4689.182485222125,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222126,,,,-1889.071332643494,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222126,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222128,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643494,,,3888.907273495764,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643496,,,3888.907273495765,,,,
4689.182485222128,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222126,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222129,,,,-1889.071332643495,,,3888.907273495766,,,,
4689.182485222126,,,,-1889.071332643495,,,3888.907273495767,,,,
4689.182485222128,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222123,,,,-1889.071332643494,,,3888.907273495765,,,,
4689.182485222129,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222128,,,,-1889.071332643495,,,3888.907273495766,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222125,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222124,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222125,,,,-1889.071332643494,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222129,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222126,,,,-1889.071332643493,,,3888.907273495764,,,,
4689.182485222129,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222126,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643494,,,3888.907273495764,,,,
4689.182485222126,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222124,,,,-1889.071332643494,,,3888.907273495764,,,,
4689.182485222128,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222126,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222124,,,,-1889.071332643494,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643496,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222128,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222128,,,,-1889.071332643496,,,3888.907273495764,,,,
4689.18248522213,,,,,-1889.071332643496,,,3888.907273495765,,,,
4689.182485222125,,,,-1889.071332643494,,,3888.907273495765,,,,
4689.182485222124,,,,-1889.071332643494,,,3888.907273495765,,,,
4689.182485222128,,,,-1889.071332643496,,,3888.907273495766,,,,
4689.182485222126,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222124,,,,-1889.071332643494,,,3888.907273495764,,,,
4689.182485222126,,,,-1889.071332643494,,,3888.907273495765,,,,
4689.182485222125,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.18248522213,,,,,-1889.071332643496,,,3888.907273495766,,,,
4689.182485222125,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222125,,,,-1889.071332643494,,,3888.907273495764,,,,
4689.182485222124,,,,-1889.071332643494,,,3888.907273495764,,,,
4689.182485222126,,,,-1889.071332643494,,,3888.907273495764,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222124,,,,-1889.071332643494,,,3888.907273495764,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222128,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222126,,,,-1889.071332643495,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182485222126,,,,-1889.071332643494,,,3888.907273495765,,,,
4689.182485222127,,,,-1889.071332643495,,,3888.907273495764,,,,
4689.182484872789,,,,-1889.071332603519,,,3888.907273936409,,,,
