sat_1.Earth.Latitude sat_1.Earth.Longitude
-0.1319656598456501 111.2483084156476
3.366561668145798 112.5441643561542
8.523688384798655 114.4801235808548
13.8960084811714 116.5706007981241
19.26547300436851 118.7887409488099
24.59539548126633 121.1831839092112
29.8664865693048 123.8228560260082
35.05709988771782 126.7964311698195
40.13856708051756 130.2199656213254
45.07121806894443 134.2484148080076
49.7983440286099 139.0903564299771
54.23711299164152 145.0232344454528
58.26545319284277 152.3969626471371
61.70708853062602 161.5918686939305
64.32476716069723 172.8613012221867
65.84876866705517 -173.9913053611021
66.06915548017848 -159.9025956265496
64.95129714683088 -146.3095266001168
62.65851767519259 -134.3745175575777
59.4538829391029 -124.5177179918104
55.59092697176076 -116.5905459890986
51.26599284362123 -110.2289814315504
46.61729580104491 -105.0648511397991
41.73889364269665 -100.7962842928233
36.69496941914725 -97.19379882604206
31.53005080495803 -94.0866768853045
26.27610378152771 -91.34764882520619
20.95666221015307 -88.88005581401819
15.58998748898502 -86.60860387010599
10.19087495105991 -84.4724857169609
4.77194041785623 -82.42037758212246
-0.6556552877639109 -80.40654673929417
-6.081454071994878 -78.38773579479995
-11.49485100327732 -76.32040533880517
-16.88451717226043 -74.15783517353783
-22.23785049115641 -71.84677511356473
-27.53955757110779 -69.32356061779242
-32.77060487763882 -66.50859509648818
-37.90594419654331 -63.29907743288337
-42.91138292898825 -59.55886214331753
-47.73869305930931 -55.10499872559474
-52.31792963578985 -49.69209189953049
-56.54618102820208 -43.00102941865575
-60.27292288257504 -34.65433769832852
-63.28723999437864 -24.31277939837775
-65.32655489876703 -11.92754541588767
-66.1397582489366 1.905370067914041
-65.60402710136707 15.8929265772017
-63.80194330638802 28.6553872069613
-60.96821214490235 39.43491755727958
-57.37032898899673 48.17412168177448
-53.2318548789161 55.17837517875577
-48.7151754238646 60.82903577435186
-43.93188420984347 65.46019333713095
-38.95782873913368 69.33204020822151
-33.84518748224609 72.6392030735296
-28.63073073787109 75.52638123768142
-23.34120865207416 78.10241458350865
-17.99682411893956 80.45106323198365
-12.61372849467525 82.63877907582189
-7.205353085671113 84.72051593307002
-1.783303144094797 86.74405469843229
3.641677270393057 88.7533129952589
9.059314335751415 90.79136479918326
14.45866456737903 92.90306233269439
19.82783820289335 95.1382299465096
25.15298806197842 97.55525626462133
30.41693822804166 100.2257115451416
35.59768048594721 103.240806266437
40.66574970818593 106.7201894445775
45.57986901698916 110.8236409473596
50.28117808353122 115.7664326402521
54.68331425435778 121.8338236173872
58.65916467661436 129.3821730976838
62.02605734806559 138.7886565248562
64.54098315735389 150.2766677165717
65.93513668396172 163.5806956974845
66.01220131022846 177.6868085719509
64.75990349388871 -168.8521334129978
62.35798579718425 -157.1295794486167
59.07283799026791 -147.489892689577
55.15304245903684 -139.7462846525605
50.78838009796347 -133.5274802648579
46.11167368124301 -128.4706870700214
41.21321958581583 -124.2819941973403
36.15479156601923 -120.738928834644
30.97933006416564 -117.6760404365473
25.71757439438508 -114.9697354469355
20.39251437474944 -112.5260755561953
15.02186759831813 -110.2715344520844
9.620233337527401 -108.146554968314
4.200008755474689 -106.1005568438283
-1.227819350431568 -104.0881838456485
-6.652680349047015 -102.0663281032036
-12.0639688481215 -99.99123916148363
-17.45033318219202 -97.81564563470452
-22.79881385945524 -95.48546292241571
-28.09392932409128 -92.93557676237876
-33.31607048017993 -90.08436074975225
-38.43938469311633 -86.82605008838219
-43.42854011570695 -83.02021992058138
-48.23332842656502 -78.4781938948914
-52.7810189401959 -72.9471041008361
-56.96441492423845 -66.1001843420361
-60.62710569709291 -57.55732199946945
-63.5516851786028 -46.99477343353844
-65.47258888499273 -34.41542744801757
-66.14626288306908 -20.49698609774979
-65.46982546079586 -6.580258481062828
-63.54656200706977 5.995181217447493
-60.62013526899299 16.55328851595677
-56.95584642042817 25.09249647218965
-52.77090317518308 31.9366231960661
-48.22164871107277 37.46553319566168
-43.4152292249027 42.00581873287147
-38.42448408485045 45.81012659460625
-33.2996554893296 49.06706549650094
-28.0762512788474 51.91694748746696
-22.78018297122104 54.46552541371889
-17.43117223976582 56.79439205771914
-12.04481311189564 58.96863247600443
-6.634168203290844 61.04230198812278
-1.211005789303954 63.06251523645347
4.214048506314994 65.07299091724315
9.630530791720624 67.11680942991012
15.02749841318051 69.23922738155865
20.39292813931115 71.49080380018661
25.71262611411158 73.93105343918691
30.96905925938514 76.63331539092705
36.13954789143698 79.69133105036654
41.1935193463032 83.22830906835247
46.08836075799554 87.4092623400922
50.76266837790884 92.45609947320955
55.12656828483367 98.66208921683987
59.04778038536149 106.3897026743866
62.33700369415608 116.0108252624564
64.74591858022666 127.7152376787534
66.00770918149539 141.164832384526
65.94105874228465 155.2717606649512
64.55616203195473 168.5884597149919
62.04792916798552 -179.9051644782679
58.68481971654613 -170.4803519144776
54.71008604167439 -162.9162936942708
50.30704530864245 -156.8365251722724
45.6032658665549 -151.8841326263019
40.68545116044413 -147.773160736102
35.61288228051148 -144.2878509682268
30.42704599069015 -141.267936552989
25.15774098981663 -138.5934972989203
19.82720890353889 -136.1730872457082
14.45304344470585 -133.935049793802
9.049314648391233 -131.8208746585574
3.628130177750197 -129.7806672383808
-1.799524682972132 -127.7694862237824
-7.223170774805431 -125.744272621189
-12.63214098267946 -123.66105945089
-18.0149933747222 -121.472015093376
-23.35843677887236 -119.1221655327737
-28.64668271471849 -116.544940258727
-33.85957507743649 -113.65659294048
-38.97044192806815 -110.3482878099666
-43.94263276410565 -106.4752972661356
-48.7241222612212 -101.8428957936193
-53.23915450033181 -96.19075054037751
-57.37613479422985 -89.18462001307576
-60.97264531321542 -80.44288444064554
-63.80495307078672 -69.66008290155317
-65.60528122197229 -56.89450759390282
-66.13890513526944 -42.90585834468681
-65.32358581476372 -29.07430628355082
-63.28243256565525 -16.69204921450172
-60.2666418762586 -6.353855282288737
-56.53851697498178 1.990202891618269
-52.30886875598682 8.679237420232337
-47.72815926459019 14.09055831220279
-42.89933798510778 18.54308453093305
-37.89236843573425 22.2821264403278
-32.75565652338871 25.49049490971108
-27.52345478356257 28.30432361264174
-22.2209517034717 30.82636846510217
-16.8673308098503 33.13618926899179
-11.47787008750656 35.29747967618093
-6.065368950827371 37.36342095126575
-0.6413603751095377 39.38065337556299
4.783520584065561 41.39267559930133
10.19877943699315 43.44266283898642
15.59328884794978 45.5762405595481
20.95484300457037 47.84472089758773
26.26895693202549 50.3088176006062
31.51769433726813 53.04368906725141
36.67768449918585 56.14569697568743
41.71733504208813 59.74182525756091
46.5923504443306 64.00227125866789
51.23893593554591 69.15593365010635
55.56341693407068 75.50394063402747
59.42819736867143 83.41423209710166
62.63746590109502 93.25176735669591
64.93791095837237 105.1688054493315
66.06581104105815 118.7515476026586
65.85612793824481 132.8429271710278
64.34138444573729 146.0045780376653
61.73023073589893 157.2932061133454
58.29206907090737 166.5069015688449
54.26452641522042 173.8964438668258
49.82452208987878 179.8417072389828
45.09457591883056 -175.3067574298122
40.15795216921832 -171.2708575734579
35.07168256577451 -167.8414281384124
29.87572252131323 -164.8630773668189
24.59904352509977 -162.219454011059
19.26344797403667 -159.8216157129876
13.88582172371241 -157.5994296159803
8.480035520950802 -155.4955263985137
3.057983782171434 -153.4606781451042
-2.369496630278503 -151.4502652114299
-7.791882024919411 -149.4212945935959
-13.19847853452052 -147.3295363609223
-18.57764213387257 -145.1266079504132
-23.91598737604163 -142.7565014149287
-29.19716697666426 -140.1512380135955
-34.40053586576544 -137.2248466849753
-39.49864761649857 -133.865268442147
-44.45349631125183 -129.923301291316
-49.21102336641454 -125.1981071797898
-53.69235917042572 -119.4217889556447
-57.78142388796448 -112.2527744121581
-61.30960095273625 -103.3093151133001
-64.04701567174125 -92.30740336806694
-65.72458145385701 -79.36451466987954
-66.1177800415182 -65.32120348007304
-65.16552341243577 -51.58869769122877
-63.00972457680417 -39.4048581848473
-59.90779074026319 -29.28477236268573
-56.11836244310845 -21.13126513800327
-51.84574633042258 -14.59256643630645
-47.23480801555258 -9.295030221213043
-42.38436993173288 -4.927353731653567
-37.36168586713276 -1.251439385040763
-32.21338262793522 1.90994362475312
-26.97260218749454 4.688864294164565
-21.66379530477479 7.18523903722148
-16.30560219093389 9.476694841753767
-10.91308467912338 11.62556435720306
-5.498749289267582 13.68422217732619
-0.0739660144631297 15.69884990051063
5.350563939298271 17.712741327351
10.76437010234553 19.76921712770702
16.15635320865907 21.91438831734498
21.51400644871308 24.20032295977643
26.82253100846803 26.6889885259523
32.06346429649847 29.45738708464013
37.2127169550242 32.60458997731141
42.23771270546497 36.2615371674071
47.09245595324548 40.60384145070989
51.71049184799707 45.8674179120686
55.99432969291725 52.3614044998329
59.80081246274148 60.45848887096025
62.92753167291627 70.5143169338151
65.11669526499961 82.63934919501391
66.10902213173893 96.34193372967259
65.75693869051766 110.4011430485192
64.11499149780441 123.3974917586664
61.40415998973361 134.4668634822776
57.89367689737573 143.472997806322
53.81536637867366 150.6926379944689
49.33973094762614 156.5076112662789
44.58454594310417 161.2615362902962
39.6297649136174 165.224778016594
34.5302402340271 168.600125703958
29.3245377192085 171.5382249858637
